relation,acc,acc_ori,len_acc,len_acc_ori,prompt
P131,0.19718309859154928,0.19718309859154928,0.5117370892018779,0.5117370892018779,[X] està [localizado;X-Gender=MASC|localizada;X-Gender=FEM] en [Y] .
P1412,0.24811083123425692,0.24811083123425692,0.49370277078085645,0.49370277078085645,[X] hablaba [Y] .
P108,0.0,0.0,0.88,0.88,[X] trabaja para [Y] .
P136,0.012552301255230125,0.012552301255230125,0.8577405857740585,0.8577405857740585,[X] [toca;X-Number=SG|tocan;X-Number=PL] musica de [Y] .
P17,0.17027027027027028,0.17027027027027028,0.5513513513513514,0.5513513513513514,[X] està [localizado;X-Gender=MASC|localizada;X-Gender=FEM] en [Y] .
P39,0.0,0.0,0.10330578512396695,0.10330578512396695,[X] tiene la posiciòn de [Y] .
P264,0.0,0.0,1.0,1.0,[X] [està;X-Number=SG|estan;X-Number=PL] [representado;X-Gender=MASC|representada;X-Gender=FEM|representados;X-Number=PL] por el sello musical [Y] .
P276,0.23809523809523808,0.23809523809523808,0.626984126984127,0.626984126984127,[X] està [localizado;X-Gender=MASC|localizada;X-Gender=FEM] en [Y] .
P937,0.036020583190394515,0.036020583190394515,0.6689536878216124,0.6689536878216124,[X] trabajaba en [Y] .
P140,0.0,0.0,0.7297297297297297,0.7297297297297297,[X] està [afilado;X-Gender=MASC|afilada;X-Gender=FEM] con la religiòn [Y] .
P1303,0.20911528150134048,0.20911528150134048,0.9892761394101877,0.9892761394101877,[X] [toca;X-Number=SG|tocan;X-Number=PL] [DEF;Y] [Y] .
P127,0.0,0.0,0.8596491228070176,0.8596491228070176,El [dueño;Y-Gender=MASC|dueña;Y-Gender=FEM] de [X] es [Y] .
P103,0.03117782909930716,0.03117782909930716,0.3741339491916859,0.3741339491916859,El idioma nativo de [X] es [Y] .
P190,0.02099737532808399,0.02099737532808399,0.7270341207349081,0.7270341207349081,[X] y [Y] son ciudades gemelas.
P1001,0.8185840707964602,0.8185840707964602,0.9026548672566371,0.9026548672566371,[X] es un tema legal de [Y] .
P31,0.2645161290322581,0.2645161290322581,0.4129032258064516,0.4129032258064516,[X] es un ejemplo de [ART;Y-Gender] [Y] .
P495,0.011235955056179775,0.011235955056179775,0.23595505617977527,0.23595505617977527,[X] fue [creado;X-Gender=MASC|creada;X-Gender=FEM] en [Y] .
P159,0.18181818181818182,0.18181818181818182,0.9393939393939394,0.9393939393939394,La sede de [X] està en [Y] .
P36,0.5859375,0.5859375,0.984375,0.984375,La capital de [X] es [Y] .
P740,0.0,0.0,0.381294964028777,0.381294964028777,[X] fue [fundado;X-Gender=MASC|fundada;X-Gender=FEM] en [Y] .
P361,0.030303030303030304,0.030303030303030304,0.4090909090909091,0.4090909090909091,[X] es parte de [Y] .
P19,0.004594180704441042,0.004594180704441042,0.22817764165390506,0.22817764165390506,[X] nació en [Y] .
P20,0.0,0.0,0.01838235294117647,0.01838235294117647,[X] murió en [Y] .
P279,0.04417670682730924,0.04417670682730924,0.20481927710843373,0.20481927710843373,[X] es una subclase de [Y] .
P37,0.0,0.0,0.4767726161369193,0.4767726161369193,La lengua oficial de [X] es [Y] .
P413,0.3267605633802817,0.3267605633802817,0.4253521126760563,0.4253521126760563,[X] juega en la posición de [Y] .
P166,0.0,0.0,0.06444188722669736,0.06444188722669736,[X] recibió [DEF;Y] [Y] .
P449,0.0,0.0,0.06920415224913495,0.06920415224913495,[X] fue emitido originalmente en [Y] .
P69,0.0,0.0,0.22235023041474655,0.22235023041474655,[X] fue educado en la Universidad de [Y] .
P47,0.008361204013377926,0.008361204013377926,0.19732441471571907,0.19732441471571907,[X] comparte una frontera con [Y] .
P138,0.0497131931166348,0.0497131931166348,0.13001912045889102,0.13001912045889102,[X] recibiò su nombre de [Y] .
P364,0.058823529411764705,0.058823529411764705,0.08823529411764706,0.08823529411764706,El idioma original de [X] es [Y] .
P54,0.0,0.0,0.06423034330011074,0.06423034330011074,[X] juega con [Y] .
P463,0.0,0.0,0.01805869074492099,0.01805869074492099,[X] es [ART;X-Gender] [miembro;X-Gender=MASC|miembra;X-Gender=FEM] de [Y] .
P101,0.0,0.0,0.014864864864864866,0.014864864864864866,[X] trabaja en [Y] .
P1923,0.0,0.0,0.0,0.0,[Y] participo en [X] .
P106,0.003875968992248062,0.003875968992248062,0.10852713178294573,0.10852713178294573,[X] es [ART;Y-Gender] [Y] de profesiòn .
P527,0.008438818565400843,0.008438818565400843,0.16877637130801687,0.16877637130801687,[X] consiste de [Y] .
P102,0.0,0.0,0.011848341232227487,0.011848341232227487,[X] es [miembro;X-Gender=MASC|miembra;X-Gender=FEM] del partido [Y] .
P530,0.0,0.0,0.018867924528301886,0.018867924528301886,[X] mantiene relaciones diplomaticas con [Y] .
P176,0.22746781115879827,0.22746781115879827,0.2532188841201717,0.2532188841201717,[X] es producido por [Y] .
P27,0.4125230202578269,0.4125230202578269,0.5893186003683242,0.5893186003683242,[X] es [ciudadano;X-Gender=MASC|ciudadana;X-Gender=FEM] de [Y] .
P407,0.01020408163265306,0.01020408163265306,0.030612244897959183,0.030612244897959183,[X] fue escrito en [Y] .
P30,0.0,0.0,0.15873015873015872,0.15873015873015872,[X] està [localizado;X-Gender=MASC|localizada;X-Gender=FEM] en [Y] .
P178,0.00411522633744856,0.00411522633744856,0.19958847736625515,0.19958847736625515,[X] està desarrollado en [Y] .
P1376,0.02585034013605442,0.02585034013605442,0.1564625850340136,0.1564625850340136,[X] es la capital de [Y] .
P131,0.020833333333333332,0.020833333333333332,0.11458333333333333,0.11458333333333333,[X] està [localizado;X-Gender=MASC|localizada;X-Gender=FEM] en [Y] .
P1412,0.0,0.0,0.12418300653594772,0.12418300653594772,[X] hablaba [Y] .
P108,0.0,0.0,0.016260162601626018,0.016260162601626018,[X] trabaja para [Y] .
P136,0.0,0.0,0.012962962962962963,0.012962962962962963,[X] [toca;X-Number=SG|tocan;X-Number=PL] musica de [Y] .
P17,0.00423728813559322,0.00423728813559322,0.1906779661016949,0.1906779661016949,[X] està [localizado;X-Gender=MASC|localizada;X-Gender=FEM] en [Y] .
P39,0.0,0.0,0.17665615141955837,0.17665615141955837,[X] tiene la posiciòn de [Y] .
P264,0.0,0.0,0.0055309734513274336,0.0055309734513274336,[X] [està;X-Number=SG|estan;X-Number=PL] [representado;X-Gender=MASC|representada;X-Gender=FEM|representados;X-Number=PL] por el sello musical [Y] .
P276,0.0625,0.0625,0.12284482758620689,0.12284482758620689,[X] està [localizado;X-Gender=MASC|localizada;X-Gender=FEM] en [Y] .
P937,0.0,0.0,0.005747126436781609,0.005747126436781609,[X] trabajaba en [Y] .
P140,0.0,0.0,0.05364511691884457,0.05364511691884457,[X] està [afilado;X-Gender=MASC|afilada;X-Gender=FEM] con la religiòn [Y] .
P1303,0.0,0.0,0.0,0.0,[X] [toca;X-Number=SG|tocan;X-Number=PL] [DEF;Y] [Y] .
P127,0.0,0.0,0.02403846153846154,0.02403846153846154,El [dueño;Y-Gender=MASC|dueña;Y-Gender=FEM] de [X] es [Y] .
P103,0.0,0.0,0.125,0.125,El idioma nativo de [X] es [Y] .
P190,0.004934210526315789,0.004934210526315789,0.08717105263157894,0.08717105263157894,[X] y [Y] son ciudades gemelas.
P1001,0.19195046439628483,0.19195046439628483,0.24458204334365324,0.24458204334365324,[X] es un tema legal de [Y] .
P31,0.010416666666666666,0.010416666666666666,0.08854166666666667,0.08854166666666667,[X] es un ejemplo de [ART;Y-Gender] [Y] .
P495,0.0,0.0,0.021696252465483234,0.021696252465483234,[X] fue [creado;X-Gender=MASC|creada;X-Gender=FEM] en [Y] .
P159,0.07006369426751592,0.07006369426751592,0.08917197452229299,0.08917197452229299,La sede de [X] està en [Y] .
P36,0.01034928848641656,0.01034928848641656,0.014230271668822769,0.014230271668822769,La capital de [X] es [Y] .
P740,0.0,0.0,0.1,0.1,[X] fue [fundado;X-Gender=MASC|fundada;X-Gender=FEM] en [Y] .
P361,0.0036496350364963502,0.0036496350364963502,0.08029197080291971,0.08029197080291971,[X] es parte de [Y] .
